date,year,type,country,state,activity,sex,age,injury,species,source
2008-04-28,2008,Unprovoked,Mexico,Guerro,Board activities/sports,M,24,FATAL    Severe bite to right thigh,Tiger Shark,Surfline.com
2008-04-28,2008,Unprovoked,Usa,Florida,Board activities/sports,M,18,3-inch laceration to dorsal surface of left foot,Other,S. Petersohn
2008-04-27,2008,Unprovoked,Usa,Florida,Board activities/sports,M,24,Calf bitten,Other,S. Petersohn
2008-04-26,2008,Unprovoked,New Caledonia,North Province,Swimming activities/sports,M,32,Lacerations to left foot,Bull Shark,"Les Nouvelles Calédonie, 4/28/2008 & 4/29/2008"
2008-04-26,2008,Provoked,Usa,Florida,Board activities/sports,M,21,Puncture wounds to right foot                  PROVOKED INCIDENT,Other,S. Petersohn
2008-04-25,2008,Unprovoked,Usa,California,Swimming activities/sports,M,66,FATAL,White Shark,R. Collier
2008-04-20,2008,Unprovoked,Usa,Florida,Board activities/sports,M,14,Cuts & punctures to right foot,Other,"S. Petersohn, GSAF "
2008-04-20,2008,Unprovoked,Australia,New South Wales,Other,M,,,Tiger Shark,"T. Peake, GSAF"
2008-04-19,2008,Unconfirmed,South Africa,KwaZulu-Natal,Swimming activities/sports,M,,"As he pushd the shark away from his camera, his finger was cut on a tooth",Tiger Shark,J. Avenier
2008-04-18,2008,Unconfirmed,Mexico,Quintana Roo,Swimming activities/sports,M,32,Probable drowning with post-mortem bites,Other,C.Johansson
2008-04-17,2008,Unconfirmed,Australia,Queensland,Board activities/sports,M,19,2 puncture wounds to leg,Other,"C. Johansson, GSAF"
2008-04-15,2008,Unprovoked,Usa,Florida,Board activities/sports,M,30,Puncture wounds to right foot,Other,B. Phillips
2008-04-09,2008,Unprovoked,Fiji,,Other,M,,Left forearm bitten ,Other,"C. Johansson, GSAF; Orange County Register 4/9/2009"
2008-03-25,2008,Unprovoked,Usa,Florida,Other,M,15,Shin bitten,Other,"The Plain Dealer, 4/1/2008"
2008-04-08,2008,Unprovoked,Usa,Florida,Board activities/sports,,,Foot bitten,Other,"News 13,4/8/2008"
2008-04-08,2008,Unprovoked,Australia,New South Wales,Board activities/sports,M,16,FATAL,Bull Shark,"T. Peake, GSAF; NSW Police Force"
2008-04-03,2008,Unprovoked,Usa,Florida,Board activities/sports,M,18,Right foot & ankle bitten,Other,"S. Petersohn, GSAF "
2008-03-28,2008,Unprovoked,South Africa,KwaZulu-Natal,Board activities/sports,M,39,Right leg bitten,Other,"C. Johansson, GSAF"
2008-03-28,2008,Unprovoked,Usa,Florida,Board activities/sports,M,52,Foot bitten,Other,"S. Petersohn, GSAF "
2008-03-28,2008,Unprovoked,Usa,Florida,Board activities/sports,M,,Right foot bitten,Other,"D. MacAnnally, Eyewitness News "
2008-03-23,2008,Unprovoked,Usa,Florida,Board activities/sports,M,13,Three small lacerations/ punctures to right foot,Other,"S. Petersohn, GSAF "
2008-03-21,2008,Unprovoked,Usa,Florida,Other,M,14,Two 3-inch lacerations to right ankle,Other,"S. Petersohn, GSAF "
2008-03-15,2008,Unprovoked,Usa,Florida,Other,M,8,Minor injury,Other,News-Press.com 
2008-03-07,2008,Unprovoked,Usa,California,Board activities/sports,M,27,"No injury to surfer, surfboard bitten by the shark",White Shark,R. Collier
2008-02-24,2008,Unprovoked,Bahamas,Northern Bahamas,Swimming activities/sports,M,49,"Leg bitten, FATAL",Bull Shark,"Sun-Sentinel, 2/25/2008"
2008-02-21,2008,Unprovoked,French Polynesia,Society Islands,Other,M,26,Lacerations to face,Other,"Independent News Online, 2/21/2008"
2008-02-15,2008,Unprovoked,Usa,Florida,Board activities/sports,M,25,Lacerations to foot,Other,"S. Petersohn, GSAF"
2008-02-07,2008,Unprovoked,Australia,New South Wales,Board activities/sports,F,14,Abrasions to elbow; collided with shark,Other,"T. Peake, GSAF"
2008-02-06,2008,Unprovoked,Usa,Florida,Board activities/sports,M,,Lacerations to foot,Other,"Vero Beach Press Journal, 2/7/2008"
2008-01-29,2008,Unprovoked,South Africa,KwaZulu-Natal,Board activities/sports,M,42,"No injury to surf-skiier, shark holed ski",Black Shark,"The Mercury, 2/1/2008"
2008-01-27,2008,Provoked,Australia,Queensland,Fishing activities,M,20,Laceration to left knee PROVOKED INCIDENT,Other,News.com.au
2008-01-19,2008,Unconfirmed,New Zealand,South Island,Other,M,,"Stingray envenomation, not a shark",Other,"R.D. Weeks, GSAF"
2008-01-14,2008,Exogens,New Zealand,North Island,Fishing activities,,,"No injury to occupants, pontoon punctured",Bronze Shark,"TV3; R.D. Weeks, GSAF"
2008-01-10,2008,Unprovoked,Usa,Florida,Board activities/sports,M,20,Left foot bitten,Other,"Forida Today, 1/18/2008; Channel 9 News"
2007-12-21,2007,Unprovoked,Ecuador,Galapagos Islands,Board activities/sports,M,24,Lacerations & puncture wounds  to left thigh,Other,"R. D. Weeks, GSAF; Radio New Zealand"
2007-12-19,2007,Unconfirmed,British Virgin Islands,Green Bay,Swimming activities/sports,M,53,Shark bites were post-mortem,Other,"C. Johannson, GSAF"
2007-12-18,2007,Unprovoked,Australia,New South Wales,Board activities/sports,M,31,Severe lacerations to right buttock,Other,"Daily Telegraph, 12/18/2007"
2007-12-15,2007,Unprovoked,Australia,Queensland,Swimming activities/sports,M,teen,Lacerations to hand,Other,goldcoast.com.au
2007-12-14,2007,Unconfirmed,Australia,New South Wales,Swimming activities/sports,M,34,Lacerations to left forearm,Other,"Sydney Morning Herald, 12/16/2007"
2007-12-10,2007,Unprovoked,Usa,Hawaii,Board activities/sports,M,52,"No injury, shark bit surfboard ",Tiger Shark,"Honolulu Advertiser, 12/12/2007"
2007-12-09,2007,Unprovoked,New Zealand,South Island,Board activities/sports,F,,"No injury, shark bit surfboard & severed leash",Other,"NZ Herald, 12/11/2007"
2007-12-07,2007,Unprovoked,Brazil,Pernambuco,Other,M,28,20 cm injury to left foot,Other,"JC online, 12/8/2007"
2007-11-18,2007,Provoked,Australia,Western Australia,Other,M,32,Minor injury to finger by netted shark PROVOKED INCIDENT,Other,"thewest.com.au, 11/19/2007"
2007-11-08,2007,Unprovoked,Australia,New South Wales,Board activities/sports,M,,"No injury, teethmarks in board & torn wetsuit",Other,"Northern Star, 11/10/2007"
2007-11-07,2007,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,14,Lacerations to feet,Other,"The Times (Cape Town), 11/9/2007"
2007-11-06,2007,Unprovoked,Usa,Florida,Board activities/sports,M,21,Cut to right knee,Other,"S. Petersohn; GSAF' Central Florida News, 11/7/2006"
2007-11-04,2007,Unprovoked,Usa,Florida,Board activities/sports,M,42,Lacerations to right leg,Other,"T.C. Palm, 11/4/2007 & 11/5/2007"
2007-11-03,2007,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,37,Lacerations to thigh,White Shark,Daily Dispatch
2007-10-29,2007,Unprovoked,Usa,Hawaii,Playing or floating in the water,M,32,Lacerations to left lower leg,Tiger Shark,KHNL8.com
2007-10-15,2007,Unprovoked,Australia,New South Wales,Board activities/sports,F,52,small laceration to wrist,White Shark,"Sydney Morning Herald, 10/15/2007"
2007-10-13,2007,Unprovoked,Australia,Queensland,Other,M,31,Laceration to calf,Bronze Shark,"news.com.au, 10/14/2007"
2007-10-07,2007,Unprovoked,Usa,California,Board activities/sports,M,22,4 scratches on left hand,Other,R. Collier
2007-10-06,2007,Unprovoked,Usa,Florida,Board activities/sports,M,16,Severe lacerations to right hand,Black Shark,E. H.
2007-09-30,2007,Unprovoked,Usa,California,Board activities/sports,M,,Puncture wound to foot,Other,R. Collier
2007-09-30,2007,Exogens,Philippines,Palawan,Boat activities,M,,"FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Other,"Cebu Daily News, 10/3/2007"
2007-09-30,2007,Unprovoked,New Caledonia,Loyalty Islands,Swimming activities/sports,F,23,FATAL,White Shark,E. Clua  & B. Seret
2007-09-28,2007,Unprovoked,Bahamas,Grand Bahama Island,Other,F,48,Thigh bitten,Other,"A. Brenneka, SharkAttackSurvivors.com"
2007-09-27,2007,Unprovoked,Usa,California,Board activities/sports,F,,"No injury to surfer, surfboard bitten",White Shark,R. Collier
2007-09-27,2007,Unprovoked,Egypt,Red Sea,Swimming activities/sports,F,18 or 20,"Severe lacerations to lower left leg, ankle and foot",White Shark,"E. Ritter & Y. Sobolev, GSAF; M. Salem "
2007-09-22,2007,Unconfirmed,Usa,Florida,Swimming activities/sports,F,,Shark involvement prior to death unconfirmed,Other,"Florida Today, 12/14/2007"
2007-09-22,2007,Unprovoked,Usa,Florida,Board activities/sports,F,,Laceration to foot,Other,"R.Duffy, First Coast News. 9/23/2007"
2007-09-20,2007,Unprovoked,Usa,Florida,Board activities/sports,M,23,Small lacerations to bottom of right big toe,Other,"S. Petersohn, GSAF"
2007-09-17,2007,Unprovoked,Solomon Islands,Marovo Lagoon,Other,M,,Left thigh bitten,Other,L. Choquette
2007-09-16,2007,Unprovoked,Usa,Florida,Other,M,56,Laceration to right heel,Other,"S. Petersohn, GSAF"
2007-09-16,2007,Unprovoked,Usa,Florida,Board activities/sports,F,Teen,"No injury, surfboard bitten",Other,wsbtv.com
2007-09-13,2007,Unprovoked,Usa,Florida,Swimming activities/sports,M,14,"Minor injury, shark latched onto his abdomen",Other,"Miami Herald, 9/13/2007; Sun-Sentinel, 9/14/2007"
2007-09-08,2007,Unprovoked,Usa,Florida,Other,F,58,Puncture wounds & 2-inch laceration to calf,Other,"First Coast News, 9/11/2007"
2007-09-05,2007,Unprovoked,Usa,Florida,Other,F,36,Laceration to right big toe,Other,"S. Petersohn, GSAF"
2007-09-04,2007,Unprovoked,Usa,South Carolina,Playing or floating in the water,M,15,Lacerations to left calf and both feet ,Other,"C. Creswell, GSAF; J. Johnson, Post and Courier, 9/26/2007"
2007-09-03,2007,Unprovoked,Usa,Florida,Playing or floating in the water,F,12,Tiny punctures to arm,Other,"S. Petersohn, GSAF"
2007-09-03,2007,Unprovoked,Usa,Florida,Swimming activities/sports,M,58,"3"" laceration to left forearm",Other,"S. Wyman, Sun-Sentinel, 9/3/2007; Local10.com"
2007-08-28,2007,Unprovoked,Usa,Hawaii,Board activities/sports,M,15,Laceration to right heel,Tiger Shark,"Honolulu Advertiser, 8/29/2007"
2007-08-28,2007,Unprovoked,Usa,California,Board activities/sports,M,24,Lacerations to thigh & torso,White Shark,R. Collier
2007-08-26,2007,Unprovoked,Usa,Florida,Board activities/sports,M,54,Left hand  bitten,Other,"S. Petersohn, GSAF "
2007-08-25,2007,Unprovoked,Usa,Florida,Board activities/sports,M,27, 6 lacerations to left hand,Other,"S. Petersohn, GSAF; WESH 2 News"
2007-08-22,2007,Provoked,Usa,North Carolina,Swimming activities/sports,M,,Minor injury from captive shark PROVOKED INCIDENT,Other,"Clay Creswell, GSAF; WECT TV6"
2007-08-20,2007,Provoked,Usa,Delaware,Other,M,,Forearm bitten by hooked shark PROVOKED INCIDENT,Tiger Shark,"Delaware Coast Press, 8/24/2007"
2007-08-19,2007,Unprovoked,Usa,Florida,Swimming activities/sports,M,52,Torso bitten,Other,"Miami Herald, 8/20/2007"
2007-08-19,2007,Unprovoked,Usa,Florida,Board activities/sports,M,16,Foot bitten,Other,"S. Petersohn, GSAF"
2007-08-19,2007,Unprovoked,Usa,South Carolina,Playing or floating in the water,M,7,Right calf bitten,Other,"C. Creswell, GSAF"
2007-08-15,2007,Unprovoked,Usa,Florida,Playing or floating in the water,M,20,Puncture wounds to torso,Bull Shark,"Charlotte Observer, 8/18/2007"
2007-08-12,2007,Unprovoked,Usa,Florida,Swimming activities/sports,F,15,"Minor injury, small lacerations to right foot",Other,"S. Petersohn, GSAF"
2007-08-11,2007,Unprovoked,Usa,Florida,Board activities/sports,M,19,"Minor injury, lacerations to left ankle & foot ",Other,"S. Petersohn, GSAF"
2007-08-09,2007,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,30,Lacerations to right foot,Other,"C. Creswell, GSAF"
2007-08-09,2007,Unprovoked,Usa,South Carolina,Board activities/sports,M,9,Lacerations to lower leg & ankle,Other,"C. Creswell, GSAF"
2007-08-07,2007,Unprovoked,Usa,Florida,Playing or floating in the water,F,19,Lacerations to arm,Bull Shark,"Miami Herald, 8/8/2007"
2007-07-29,2007,Unprovoked,Usa,Florida,Board activities/sports,M,51,Minor injury to shoulder,Other,"S. Petersohn, GSAF"
2007-07-28,2007,Unprovoked,Usa,California,Board activities/sports,M,20,"No injury, shark bit surfboard",Other,R. Collier
2007-07-22,2007,Unprovoked,Usa,California,Board activities/sports,M,,"No injury, surfboard bumped by shark for 20 minutes",White Shark,R. Collier
2007-07-21,2007,Exogens,Usa,California,Board activities/sports,M,,"No injury, kayak bitten",White Shark,"R. Collier; San Francisco Chronicle, 7/23/2007; NorCal Kayak Anglers"
2007-07-18,2007,Unprovoked,Usa,North Carolina,Swimming activities/sports,M,14,Right calf bitten,Other,"C. Creswell, GSAF"
2007-07-18,2007,Provoked,Norway,Oslo Fjord,Swimming activities/sports,M,48,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,Other,"Aftenposten, 7/18/2007"
2007-07-17,2007,Unconfirmed,Usa,California,Swimming activities/sports,F,43,Foot injured. Shark involvment uncomfirmed,Other,R. Collier
2007-07-17,2007,Unprovoked,Usa,North Carolina,Other,F,30,Lacerations to right thigh & left foot,Other,"C. Creswell, GSAF"
2007-07-10,2007,Unprovoked,Bahamas,Abaco Islands,Other,F,48,"Lacerations to thumb, ring and pinky fingers of right hand ",Bull Shark,J. Regan
2007-07-05,2007,Unprovoked,Usa,Florida,Board activities/sports,M,18,Right foot bitten,Other,"S. Petersohn, GSAF"
2007-07-04,2007,Unprovoked,Reunion,,Board activities/sports,M,17,Minor injuries to thigh & knee ,Other,"clicanoo.com, 7/5/2007"
2007-06-30,2007,Provoked,Usa,Florida,Fishing activities,M,,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,Lemon Shark,S. Gruber; SharkAttackSurvivors.com
2007-06-30,2007,Unprovoked,Usa,California,Swimming activities/sports,F,,Hand bitten,Other,R. Collier
2007-06-25,2007,Unprovoked,Usa,Florida,Board activities/sports,M,20,6 to 8 puncture wounds to right hand,Other,"S. Petersohn, GSAF"
2007-06-24,2007,Unprovoked,Usa,Hawaii,Board activities/sports,M,,"No injury, board damaged",Tiger Shark,"G. Lee, KGMB9.com"
2007-06-17,2007,Unconfirmed,Usa,Florida,Board activities/sports,F,9,Superficial injuries to upper leg may have been caused by surfboard fin,Other,"St Augustine Record, 6/19/2007"
2007-06-12,2007,Unprovoked,Usa,Florida,Swimming activities/sports,F,,Right foot bitten,Other,"R.B. Hackney, Sun-Sentinel, 7/13/2007"
2007-06-05,2007,Unprovoked,Australia,New South Wales,Board activities/sports,M,,Lacerations to leg & ankle,Other,"S. Williams, Daily Telegraph, 6/7/2007"
2007-05-26,2007,Unprovoked,Usa,South Carolina,Other,F,,Lacerations to lower leg,Other,"C. Creswell, GSAF; Hilton Head Island Packet, 5/27/2007"
2007-05-24,2007,Provoked,Usa,Virginia,Fishing activities,F,40,Left shin bitten by captive shark PROVOKED INCIDENT,Black Shark,WAVY-TV10-News
2007-05-17,2007,Provoked,England,Kent,Other,M,38,Bitten on the nose by a hooked shark PROVOKED INCIDENT,Other,"V. Wheeler, The Sun, 5/17/2007"
2007-05-16,2007,Unprovoked,Australia,Western Australia,Other,F,38,Left heel & calf bitten,Other,"The Western Australian, 5/16/2007"
2007-05-12,2007,Unprovoked,Australia,Victoria,Board activities/sports,M,19,"No injury, shark's fin caught his leg",Other,"The Standard, 5/15/2007"
2007-05-10,2007,Unprovoked,Usa,Florida,Board activities/sports,F,21,Knee bitten,Other,J. Manis
2007-05-09,2007,Unprovoked,Seychelles,Bird Island,Swimming activities/sports,M,,No injury,White Shark,Seychelles Forum
2007-05-08,2007,Unconfirmed,Australia,New South Wales,Swimming activities/sports,M,45,Shark involvement prior to death unconfirmed,Other,"NineMSNews, 5/10/2007"
2007-05-07,2007,Unprovoked,Usa,Hawaii,Swimming activities/sports,F,63,Right foot bitten,Tiger Shark,"G. Kubota, Honolulu Star Bulletin, 5/8/2007"
2007-05-07,2007,Unprovoked,Usa,Florida,Swimming activities/sports,M,68,Circular bite on left thigh,Other,"Naples News, 5/10/2007"
2007-05-04,2007,Exogens,Turks & Caicos,Providenciales,Other,,,Some of the bodies recovered had been bitten by sharks,Other,CNN
2007-04-26,2007,Unprovoked,Australia,Queensland,Swimming activities/sports,F,13,Lower leg & foot injured,Other,"news.com.au, 4/29/2007"
2007-04-22,2007,Unprovoked,Usa,Florida,Board activities/sports,M,12,Left foot bitten,Black Shark,"Sun-Sentinel, 4/23/2007"
2007-04-20,2007,Unprovoked,Usa,Florida,Board activities/sports,M,24,Lacerations to left index finger & thumb ,Other,"Florida Today, 4/21/2007"
2007-04-09,2007,Unprovoked,New Caledonia,South Province,Board activities/sports,M,26,Left foot bitten,Tiger Shark,"Les Nouvelles Calédoniennes, 4/11/2007"
2007-04-01,2007,Unprovoked,Usa,Florida,Playing or floating in the water,M,7,Lacerations & puncture wounds to right calf,Other,"S. Petersohn, GSAF; WESH 2, 4/1/2007; Local6news.com, 4/3/2007"
2007-03-31,2007,Unprovoked,Usa,Florida,Board activities/sports,M,27,Lacerations to right ankle ,Other,"Palm Beach Post, 3/31/2007; Sun Sentinel, 4/3/2007"
2007-03-31,2007,Unprovoked,Usa,Florida,Other,M,9,Minor cuts to right buttock & thigh,Other,"Palm Beach Post, 3/31/2007"
2007-03-22,2007,Unprovoked,Yemen,Muhafazat Hadramawt,Other,,,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Other,"United Nations High Commission for Refugees, 3/26/2007"
2007-03-21,2007,Unprovoked,Usa,Florida,Board activities/sports,M,11,Punctures & lacerations to right calf & calf,Other,"TCPalm, 3/23/2007 "
2007-03-20,2007,Unprovoked,Australia,New South Wales,Board activities/sports,F,42,Lacerations to 3 fingers of left hand ,Other,"Gold Coast Bulletin, 3/21/2007"
2007-03-14,2007,Provoked,Usa,Florida,Fishing activities,M,,Right hand bitten by hooked shark PROVOKED INCIDENT,Other,Associated Press
2007-03-12,2007,Unprovoked,Australia,Queensland,Swimming activities/sports,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",Other,ABC News Online
2007-03-11,2007,Unprovoked,Usa,Florida,Board activities/sports,M,29,Lacerations to right forearm & hand,Other,"J. Ashton, T.C. Palm, 3/12/2007"
2007-03-05,2007,Provoked,New Zealand,Cook islans,Other,M,16,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,Tiger Shark,"R. Weeks, GSAF"
2007-02-04,2007,Unconfirmed,Costa Rica,,Swimming activities/sports,M,36,Death due to drowning. Shark bite may have been postmortem,Other,"The Argus, 3/2/2007"
2007-02-03,2007,Unprovoked,Australia,New South Wales,Board activities/sports,M,26,Lacerations to  lower left leg & ankle ,Other,"P. Immerz, SharkProject; P. Kemp, GSAF"
2007-01-25,2007,Unprovoked,New Caledonia,North Province,Swimming activities/sports,M,30,Leg bitten,Tiger Shark,"Les Nouvelles Caledoniennes, 1/29/2007"
2007-01-25,2007,Exogens,Usa,Florida,Fishing activities,,,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",Other,"P. Morales, News-Press, 2/5/2007"
2007-01-23,2007,Unprovoked,Australia,New South Wales,Swimming activities/sports,M,41,Head & torso bitten,White Shark,"NZ Herald, 1/23/2007"
2007-01-19,2007,Unconfirmed,Australia,New South Wales,Swimming activities/sports,M,20,Shark involvement prior to death unconfirmed,Other,"Northern Star, 1/24/2007"
2007-01-14,2007,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,24,"Presumed FATAL, body not recovered",Tiger Shark,"G. Cliff, Natal Sharks Board; East London Dispatch, 1/18/2007"
2007-01-09,2007,Unprovoked,Australia,New South Wales,Board activities/sports,M,,"No injury, shark damaged surfboard",Other,"J. Watson, Great Lakes Your Guide"
2007-01-07,2007,Unconfirmed,Usa,New York,Board activities/sports,M,54,No injury,Other,W. Brodsky
2007-01-01,2007,Unprovoked,Usa,Hawaii,Board activities/sports,M,24,"No injury, shark removed piece of surfboard",Tiger Shark,"P. Immerz, SharkProject.org; J. TenBruggencate, Honolulu Advertiser, 1/5/2007"
2006-12-18,2006,Unprovoked,Australia,Victoria,Board activities/sports,M,25,Left leg bitten,Other,"P. Kemp, GSAF"
2006-12-11,2006,Unprovoked,New Zealand,North Island,Board activities/sports,M,10,Foot bitten,Other,"R.D. Weeks, GSAF"
2006-12-10,2006,Unprovoked,Usa,California,Board activities/sports,M,43,"Minor injuries, surfboard bitten",White Shark,"P. Immerz; R. Collier; San Francisco Chronicle, 12/11/2006 "
2006-12-06,2006,Provoked,South Africa,KwaZulu-Natal,Other,M,25,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",Other,"C. Johansson; Pretoria News, 12/8/2006"
2006-12-02,2006,Unprovoked,Australia,Western Australia,Board activities/sports,M,15,"Right leg severed, left leg lacerated",White Shark,"P. Kemp, GSAF, Sunday Mail, 12/3/2006"
2006-11-25,2006,Exogens,Philippines,Surigao del Norte,Other,,,15 perished but shark involvement prior to death was not confirmed,Other,"Manila Bulletin Online, 11/27/2006"
2006-11-11,2006,Unprovoked,Usa,Hawaii,Swimming activities/sports,M,29,Laceration to left thigh & left hand,Other,"Honolulu Advertiser, 11/12/2006; B. Nicholson"
2006-11-09,2006,Provoked,South Africa,Eastern Cape Province,Other,M,,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,Bull Shark,"P. Immerz, SharkProject"
2006-10-31,2006,Unprovoked,Usa,Oregon,Board activities/sports,M,22,"No injury, surfboard bitten",White Shark,R. Collier
2006-10-16,2006,Unprovoked,Usa,Florida,Other,M,15,Lower right leg and foot bitten,Other,"K. Kridel, Herald Tribune, 10/21/2006"
2006-10-10,2006,Unprovoked,Usa,Florida,Board activities/sports,M,20,Left ankle bitten,Other,"S. Petersohn, GSAF"
2006-10-07,2006,Unprovoked,Usa,Texas,Board activities/sports,M,,Lacerations to lower left leg,Other,"M. Martinez, KGBT4"
2006-10-05,2006,Unprovoked,Usa,Florida,Playing or floating in the water,M,18,Lacerations to foot,Other,"S. Petersohn, GSAF"
2006-09-30,2006,Unconfirmed,South Africa,Western Cape Province,Other,M,36,No injury; 4m white shark made a threat display,Other,"Cape Argus, 10/2/2006"
2006-09-29,2006,Unprovoked,Usa,Florida,Board activities/sports,M,19,Big toe bitten,Other,"S. Petersohn, GSAF"
2006-09-18,2006,Provoked,Usa,Florida,Swimming activities/sports,M,,Lacerations to upper lip    PROVOKED INCIDENT,Other,"CBS-4, 9/18/2006"
2006-09-16,2006,Unprovoked,Usa,North Carolina,Board activities/sports,M,16,Laceration to left thigh,Other,"C. Creswell, GSAF"
2006-09-14,2006,Unprovoked,Usa,Florida,Swimming activities/sports,M,55,Minor injury to left hand,Other,WFTV.com
2006-09-11,2006,Unprovoked,Usa,Florida,Board activities/sports,M,52,Left torso grazed,Other,"S. Petersohn, GSAF"
2006-09-04,2006,Unconfirmed,Australia,Queensland,Swimming activities/sports,M,44,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",Other,"Sydney Morning Herald, CNN & internet"
2006-09-03,2006,Unprovoked,Brazil,,Other,M,20,FATAL,Other,"JC Online, 6/26/2023"
2006-09-03,2006,Unprovoked,Usa,Florida,Playing or floating in the water,M,33,Puncture wounds and cuts to right thigh,Other,"S. Petersohn, GSAF"
2006-09-02,2006,Unprovoked,Usa,Florida,Swimming activities/sports,M,12 or 13,Arm bitten,Other,"S. Petersohn, GSAF"
2006-09-02,2006,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,37,"No injury, shark rammed surfboard",White Shark,"Cape Times, 9/3/2006"
2006-08-29,2006,Unprovoked,Usa,Oregon,Board activities/sports,M,23,Laceration & puncture wounds to foot,Other,"R. Collier, GSAF; Register-Guard, 8/31/2006"
2006-08-29,2006,Unprovoked,Australia,South Australia,Board activities/sports,M,,"No injury, shark towed  surfer & board",Bronze Shark,"P. Kemp, GSAF; S. Black, The Islander, 9/7/2006"
2006-08-27,2006,Unprovoked,Reunion,Saint-Gilles-les-Bains,Board activities/sports,M,27,Laceration to right calf & heel,Other,"G. Vitry; G. Holt, scubaradio; Clicanoo, 8/28/2006 & 8/29/2006"
2006-08-22,2006,Unconfirmed,Brazil,Pernambuco,Other,M,17,Shark bites may have been post mortem,Other,JC Oline 8/24/2006
2006-08-22,2006,Unconfirmed,Belize,Ambergris Caye,Other,M,34,Shark involvement prior to death not confirmed,Other,C. Johansson
2006-08-20,2006,Exogens,Italy,,Other,M,,FATAL,Other,IM/LR
2006-08-20,2006,Unprovoked,Reunion,Saint-Pierre,Board activities/sports,M,34,FATAL,Other,P. Immerz 
2006-08-15,2006,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,,"No injury, surfboard leash severed",Other,A. Brenneka
2006-08-13,2006,Unprovoked,South Africa,Western Cape Province,Playing or floating in the water,M,24,Foot severed,White Shark,P. Immerz 
2006-07-31,2006,Provoked,Usa,Kentucky,Fishing activities,,,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",Other,"Cincinatti News, 7/31/2006"
2006-07-31,2006,Unprovoked,Usa,Oregon,Board activities/sports,M,41,Minor injury,White Shark,"R. Collier, GSAF"
2006-07-29,2006,Unconfirmed,Usa,California,Board activities/sports,M,,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 ",Other,"R. Colier, GSAF"
2006-07-29,2006,Unprovoked,Usa,Florida,Board activities/sports,M,15,Foot bitten,Other,WFTV.com
2006-07-28,2006,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,19,"No injury, surf ski bitten",White Shark,"Cape Argus, 7/29/2006"
2006-07-25,2006,Unprovoked,Usa,Florida,Board activities/sports,M,14,Minor lacerations to right foot,Other,"S. Petersohn, GSAF"
2006-07-23,2006,Unprovoked,Usa,Texas,Board activities/sports,M,,Right foot bitten,Bull Shark,KHOU.com
2006-07-17,2006,Unconfirmed,Australia,Torres Strait,Other,,,8 shark-bitten bodies washed ashore,Other,"The Torres News, 7/17/2006"
2006-07-17,2006,Unprovoked,Usa,South Carolina,Playing or floating in the water,M,49,Left ankle & foot bitten,Other," C. Creswell, GSAF"
2006-07-13,2006,Unconfirmed,Spain,Alicante,Swimming activities/sports,F,7,Hand & wrist severely bitten,Other,C. Johansson
2006-07-12,2006,Unprovoked,Usa,South Carolina,Swimming activities/sports,F,21,Ankle & foot bitten,Other," C. Creswell, GSAF"
2006-07-10,2006,Unprovoked,Brazil,Pernambuco,Other,M,,FATAL,Tiger Shark,"Qualittas; F. Hazin; N. Souza; Folho de Pernambuco, 7/12/2006"
2006-07-09,2006,Unprovoked,Usa,Florida,Other,M,40,Dorsum of left foot bitten,Other,"S. Petersohn, GSAF"
2006-07-08,2006,Unprovoked,Usa,South Carolina,Board activities/sports,F,14,Foot bitten,Bull Shark,"C. Creswell, GSAF"
2006-07-08,2006,Unprovoked,Usa,Florida,Swimming activities/sports,M,13,Right calf bitten,Other,Orlando Sentinel
2006-06-27,2006,Unprovoked,Usa,Florida,Board activities/sports,F,9,Right calf bitten,Other, P. Immerz
2006-06-26,2006,Provoked,Usa,Florida,Other,M,,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,Other,"News Press, 6/27/2006"
2006-06-24,2006,Unprovoked,Bahamas,Andros Islands,Other,M,25,Right arm severely bitten,Other,"A. Brenneka; Nassau Guardian, 6/30/2006"
2006-06-20,2006,Unprovoked,Usa,Florida,Board activities/sports,F,22,2-inch puncture wounds on right foot,Black Shark," S. Petersohn, GSAF; P. Immerz"
